obs_id,train_id,class,letter
id_103880,test,NA,NA
id_103881,train,20,u
id_103882,train,19,t
id_103883,valid,21,v
id_103884,test,NA,NA
id_103885,train,16,q
id_103886,train,21,v
id_103887,valid,18,s
id_103888,test,NA,NA
id_103889,train,15,p
id_103890,train,23,x
id_103891,valid,6,g
id_103892,test,NA,NA
id_103893,train,10,k
id_103894,train,18,s
id_103895,valid,4,e
id_103896,test,NA,NA
id_103897,train,7,h
id_103898,train,6,g
id_103899,valid,0,a
id_103900,test,NA,NA
id_103901,train,22,w
id_103902,train,15,p
id_103903,valid,8,i
id_103904,test,NA,NA
id_103905,train,9,j
id_103906,train,9,j
id_103907,valid,0,a
id_103908,test,NA,NA
id_103909,train,9,j
id_103910,train,22,w
id_103911,valid,24,y
id_103912,test,NA,NA
id_103913,train,9,j
id_103914,train,16,q
id_103915,valid,2,c
id_103916,test,NA,NA
id_103917,train,15,p
id_103918,train,12,m
id_103919,valid,10,k
id_103920,test,NA,NA
id_103921,train,24,y
id_103922,train,10,k
id_103923,valid,22,w
id_103924,test,NA,NA
id_103925,train,6,g
id_103926,train,0,a
id_103927,valid,3,d
id_103928,test,NA,NA
id_103929,train,20,u
id_103930,train,25,z
id_103931,valid,24,y
id_103932,test,NA,NA
id_103933,train,6,g
id_103934,train,25,z
id_103935,valid,15,p
id_103936,test,NA,NA
id_103937,train,3,d
id_103938,train,0,a
id_103939,valid,14,o
id_103940,test,NA,NA
id_103941,train,23,x
id_103942,train,7,h
id_103943,valid,5,f
id_103944,test,NA,NA
id_103945,train,24,y
id_103946,train,9,j
id_103947,valid,7,h
id_103948,test,NA,NA
id_103949,train,4,e
id_103950,train,14,o
id_103951,valid,24,y
id_103952,test,NA,NA
id_103953,train,24,y
id_103954,train,0,a
id_103955,valid,3,d
id_103956,test,NA,NA
id_103957,train,24,y
id_103958,train,4,e
id_103959,valid,19,t
id_103960,test,NA,NA
id_103961,train,11,l
id_103962,train,13,n
id_103963,valid,11,l
id_103964,test,NA,NA
id_103965,train,18,s
id_103966,train,20,u
id_103967,valid,24,y
id_103968,test,NA,NA
id_103969,train,6,g
id_103970,train,25,z
id_103971,valid,2,c
id_103972,test,NA,NA
id_103973,train,8,i
id_103974,train,1,b
id_103975,valid,19,t
id_103976,test,NA,NA
id_103977,train,2,c
id_103978,train,3,d
id_103979,valid,18,s
id_103980,test,NA,NA
id_103981,train,9,j
id_103982,train,8,i
id_103983,valid,4,e
id_103984,test,NA,NA
id_103985,train,5,f
id_103986,train,7,h
id_103987,valid,18,s
id_103988,test,NA,NA
id_103989,train,7,h
id_103990,train,4,e
id_103991,valid,1,b
id_103992,test,NA,NA
id_103993,train,20,u
id_103994,train,12,m
id_103995,valid,23,x
id_103996,test,NA,NA
id_103997,train,18,s
id_103998,train,11,l
id_103999,valid,3,d
id_104000,test,NA,NA
id_104001,train,8,i
id_104002,train,4,e
id_104003,valid,17,r
id_104004,test,NA,NA
id_104005,train,19,t
id_104006,train,9,j
id_104007,valid,11,l
id_104008,test,NA,NA
id_104009,train,8,i
id_104010,train,2,c
id_104011,valid,0,a
id_104012,test,NA,NA
id_104013,train,22,w
id_104014,train,5,f
id_104015,valid,2,c
id_104016,test,NA,NA
id_104017,train,3,d
id_104018,train,0,a
id_104019,valid,1,b
id_104020,test,NA,NA
id_104021,train,5,f
id_104022,train,25,z
id_104023,valid,0,a
id_104024,test,NA,NA
id_104025,train,11,l
id_104026,train,4,e
id_104027,valid,5,f
id_104028,test,NA,NA
id_104029,train,20,u
id_104030,train,18,s
id_104031,valid,15,p
id_104032,test,NA,NA
id_104033,train,13,n
id_104034,train,4,e
id_104035,valid,9,j
id_104036,test,NA,NA
id_104037,train,18,s
id_104038,train,21,v
id_104039,valid,10,k
id_104040,test,NA,NA
id_104041,train,18,s
id_104042,train,22,w
id_104043,valid,13,n
id_104044,test,NA,NA
id_104045,train,1,b
id_104046,train,18,s
id_104047,valid,25,z
id_104048,test,NA,NA
id_104049,train,19,t
id_104050,train,7,h
id_104051,valid,9,j
id_104052,test,NA,NA
id_104053,train,8,i
id_104054,train,22,w
id_104055,valid,24,y
id_104056,test,NA,NA
id_104057,train,21,v
id_104058,train,19,t
id_104059,valid,5,f
id_104060,test,NA,NA
id_104061,train,9,j
id_104062,train,5,f
id_104063,valid,25,z
id_104064,test,NA,NA
id_104065,train,22,w
id_104066,train,19,t
id_104067,valid,20,u
id_104068,test,NA,NA
id_104069,train,11,l
id_104070,train,5,f
id_104071,valid,21,v
id_104072,test,NA,NA
id_104073,train,11,l
id_104074,train,11,l
id_104075,valid,12,m
id_104076,test,NA,NA
id_104077,train,19,t
id_104078,train,15,p
id_104079,valid,23,x
id_104080,test,NA,NA
id_104081,train,21,v
id_104082,train,19,t
id_104083,valid,15,p
id_104084,test,NA,NA
id_104085,train,24,y
id_104086,train,25,z
id_104087,valid,25,z
id_104088,test,NA,NA
id_104089,train,2,c
id_104090,train,7,h
id_104091,valid,6,g
id_104092,test,NA,NA
id_104093,train,14,o
id_104094,train,6,g
id_104095,valid,24,y
id_104096,test,NA,NA
id_104097,train,6,g
id_104098,train,21,v
id_104099,valid,10,k
id_104100,test,NA,NA
id_104101,train,24,y
id_104102,train,9,j
id_104103,valid,5,f
id_104104,test,NA,NA
id_104105,train,23,x
id_104106,train,20,u
id_104107,valid,1,b
id_104108,test,NA,NA
id_104109,train,7,h
id_104110,train,10,k
id_104111,valid,13,n
id_104112,test,NA,NA
id_104113,train,2,c
id_104114,train,18,s
id_104115,valid,2,c
id_104116,test,NA,NA
id_104117,train,13,n
id_104118,train,2,c
id_104119,valid,14,o
id_104120,test,NA,NA
id_104121,train,3,d
id_104122,train,17,r
id_104123,valid,7,h
id_104124,test,NA,NA
id_104125,train,6,g
id_104126,train,16,q
id_104127,valid,23,x
id_104128,test,NA,NA
id_104129,train,6,g
id_104130,train,2,c
id_104131,valid,16,q
id_104132,test,NA,NA
id_104133,train,11,l
id_104134,train,21,v
id_104135,valid,9,j
id_104136,test,NA,NA
id_104137,train,7,h
id_104138,train,25,z
id_104139,valid,13,n
id_104140,test,NA,NA
id_104141,train,22,w
id_104142,train,4,e
id_104143,valid,15,p
id_104144,test,NA,NA
id_104145,train,20,u
id_104146,train,5,f
id_104147,valid,16,q
id_104148,test,NA,NA
id_104149,train,9,j
id_104150,train,4,e
id_104151,valid,8,i
id_104152,test,NA,NA
id_104153,train,22,w
id_104154,train,17,r
id_104155,valid,17,r
id_104156,test,NA,NA
id_104157,train,8,i
id_104158,train,2,c
id_104159,valid,5,f
id_104160,test,NA,NA
id_104161,train,8,i
id_104162,train,0,a
id_104163,valid,23,x
id_104164,test,NA,NA
id_104165,train,25,z
id_104166,train,23,x
id_104167,valid,25,z
id_104168,test,NA,NA
id_104169,train,21,v
id_104170,train,25,z
id_104171,valid,16,q
id_104172,test,NA,NA
id_104173,train,24,y
id_104174,train,1,b
id_104175,valid,21,v
id_104176,test,NA,NA
id_104177,train,14,o
id_104178,train,24,y
id_104179,valid,11,l
id_104180,test,NA,NA
id_104181,train,0,a
id_104182,train,22,w
id_104183,valid,4,e
id_104184,test,NA,NA
id_104185,train,4,e
id_104186,train,7,h
id_104187,valid,0,a
id_104188,test,NA,NA
id_104189,train,3,d
id_104190,train,0,a
id_104191,valid,6,g
id_104192,test,NA,NA
id_104193,train,19,t
id_104194,train,18,s
id_104195,valid,15,p
id_104196,test,NA,NA
id_104197,train,17,r
id_104198,train,24,y
id_104199,valid,1,b
id_104200,test,NA,NA
id_104201,train,1,b
id_104202,train,11,l
id_104203,valid,3,d
id_104204,test,NA,NA
id_104205,train,9,j
id_104206,train,25,z
id_104207,valid,6,g
id_104208,test,NA,NA
id_104209,train,13,n
id_104210,train,1,b
id_104211,valid,6,g
id_104212,test,NA,NA
id_104213,train,23,x
id_104214,train,18,s
id_104215,valid,6,g
id_104216,test,NA,NA
id_104217,train,5,f
id_104218,train,23,x
id_104219,valid,9,j
id_104220,test,NA,NA
id_104221,train,8,i
id_104222,train,11,l
id_104223,valid,20,u
id_104224,test,NA,NA
id_104225,train,14,o
id_104226,train,5,f
id_104227,valid,6,g
id_104228,test,NA,NA
id_104229,train,10,k
id_104230,train,0,a
id_104231,valid,24,y
id_104232,test,NA,NA
id_104233,train,21,v
id_104234,train,22,w
id_104235,valid,18,s
id_104236,test,NA,NA
id_104237,train,22,w
id_104238,train,25,z
id_104239,valid,20,u
id_104240,test,NA,NA
id_104241,train,0,a
id_104242,train,5,f
id_104243,valid,5,f
id_104244,test,NA,NA
id_104245,train,23,x
id_104246,train,7,h
id_104247,valid,17,r
id_104248,test,NA,NA
id_104249,train,12,m
id_104250,train,18,s
id_104251,valid,18,s
id_104252,test,NA,NA
id_104253,train,13,n
id_104254,train,25,z
id_104255,valid,19,t
id_104256,test,NA,NA
id_104257,train,7,h
id_104258,train,24,y
id_104259,valid,20,u
id_104260,test,NA,NA
id_104261,train,10,k
id_104262,train,19,t
id_104263,valid,4,e
id_104264,test,NA,NA
id_104265,train,14,o
id_104266,train,16,q
id_104267,valid,10,k
id_104268,test,NA,NA
id_104269,train,12,m
id_104270,train,0,a
id_104271,valid,21,v
id_104272,test,NA,NA
id_104273,train,9,j
id_104274,train,3,d
id_104275,valid,15,p
id_104276,test,NA,NA
id_104277,train,16,q
id_104278,train,19,t
id_104279,valid,1,b
id_104280,test,NA,NA
id_104281,train,17,r
id_104282,train,22,w
id_104283,valid,21,v
id_104284,test,NA,NA
id_104285,train,1,b
id_104286,train,0,a
id_104287,valid,3,d
id_104288,test,NA,NA
id_104289,train,23,x
id_104290,train,24,y
id_104291,valid,9,j
id_104292,test,NA,NA
id_104293,train,3,d
id_104294,train,5,f
id_104295,valid,17,r
id_104296,test,NA,NA
id_104297,train,2,c
id_104298,train,14,o
id_104299,valid,9,j
id_104300,test,NA,NA
id_104301,train,14,o
id_104302,train,9,j
id_104303,valid,23,x
id_104304,test,NA,NA
id_104305,train,1,b
id_104306,train,18,s
id_104307,valid,2,c
id_104308,test,NA,NA
id_104309,train,6,g
id_104310,train,3,d
id_104311,valid,22,w
id_104312,test,NA,NA
id_104313,train,12,m
id_104314,train,8,i
id_104315,valid,9,j
id_104316,test,NA,NA
id_104317,train,24,y
id_104318,train,4,e
id_104319,valid,11,l
id_104320,test,NA,NA
id_104321,train,7,h
id_104322,train,23,x
id_104323,valid,5,f
id_104324,test,NA,NA
id_104325,train,21,v
id_104326,train,21,v
id_104327,valid,1,b
id_104328,test,NA,NA
id_104329,train,13,n
id_104330,train,19,t
id_104331,valid,14,o
id_104332,test,NA,NA
id_104333,train,16,q
id_104334,train,25,z
id_104335,valid,13,n
id_104336,test,NA,NA
id_104337,train,0,a
id_104338,train,1,b
id_104339,valid,12,m
id_104340,test,NA,NA
id_104341,train,16,q
id_104342,train,11,l
id_104343,valid,16,q
id_104344,test,NA,NA
id_104345,train,14,o
id_104346,train,9,j
id_104347,valid,2,c
id_104348,test,NA,NA
id_104349,train,23,x
id_104350,train,15,p
id_104351,valid,0,a
id_104352,test,NA,NA
id_104353,train,4,e
id_104354,train,23,x
id_104355,valid,0,a
id_104356,test,NA,NA
id_104357,train,9,j
id_104358,train,15,p
id_104359,valid,5,f
id_104360,test,NA,NA
id_104361,train,11,l
id_104362,train,6,g
id_104363,valid,5,f
id_104364,test,NA,NA
id_104365,train,9,j
id_104366,train,7,h
id_104367,valid,13,n
id_104368,test,NA,NA
id_104369,train,3,d
id_104370,train,19,t
id_104371,valid,4,e
id_104372,test,NA,NA
id_104373,train,20,u
id_104374,train,3,d
id_104375,valid,24,y
id_104376,test,NA,NA
id_104377,train,19,t
id_104378,train,0,a
id_104379,valid,0,a
id_104380,test,NA,NA
id_104381,train,19,t
id_104382,train,25,z
id_104383,valid,22,w
id_104384,test,NA,NA
id_104385,train,25,z
id_104386,train,2,c
id_104387,valid,17,r
id_104388,test,NA,NA
id_104389,train,0,a
id_104390,train,10,k
id_104391,valid,10,k
id_104392,test,NA,NA
id_104393,train,11,l
id_104394,train,11,l
id_104395,valid,19,t
id_104396,test,NA,NA
id_104397,train,12,m
id_104398,train,18,s
id_104399,valid,0,a
id_104400,test,NA,NA
id_104401,train,14,o
id_104402,train,0,a
id_104403,valid,1,b
id_104404,test,NA,NA
id_104405,train,11,l
id_104406,train,25,z
id_104407,valid,4,e
id_104408,test,NA,NA
id_104409,train,18,s
id_104410,train,17,r
id_104411,valid,4,e
id_104412,test,NA,NA
id_104413,train,13,n
id_104414,train,14,o
id_104415,valid,13,n
id_104416,test,NA,NA
id_104417,train,13,n
id_104418,train,4,e
id_104419,valid,22,w
id_104420,test,NA,NA
id_104421,train,14,o
id_104422,train,5,f
id_104423,valid,4,e
id_104424,test,NA,NA
id_104425,train,9,j
id_104426,train,20,u
id_104427,valid,14,o
id_104428,test,NA,NA
id_104429,train,19,t
id_104430,train,3,d
id_104431,valid,15,p
id_104432,test,NA,NA
id_104433,train,16,q
id_104434,train,24,y
id_104435,valid,18,s
id_104436,test,NA,NA
id_104437,train,11,l
id_104438,train,7,h
id_104439,valid,25,z
id_104440,test,NA,NA
id_104441,train,17,r
id_104442,train,3,d
id_104443,valid,24,y
id_104444,test,NA,NA
id_104445,train,7,h
id_104446,train,13,n
id_104447,valid,19,t
id_104448,test,NA,NA
id_104449,train,0,a
id_104450,train,10,k
id_104451,valid,10,k
id_104452,test,NA,NA
id_104453,train,7,h
id_104454,train,4,e
id_104455,valid,25,z
id_104456,test,NA,NA
id_104457,train,15,p
id_104458,train,24,y
id_104459,valid,10,k
id_104460,test,NA,NA
id_104461,train,6,g
id_104462,train,23,x
id_104463,valid,16,q
id_104464,test,NA,NA
id_104465,train,8,i
id_104466,train,11,l
id_104467,valid,15,p
id_104468,test,NA,NA
id_104469,train,6,g
id_104470,train,18,s
id_104471,valid,20,u
id_104472,test,NA,NA
id_104473,train,4,e
id_104474,train,19,t
id_104475,valid,7,h
id_104476,test,NA,NA
id_104477,train,0,a
id_104478,train,9,j
id_104479,valid,14,o
id_104480,test,NA,NA
id_104481,train,14,o
id_104482,train,0,a
id_104483,valid,21,v
id_104484,test,NA,NA
id_104485,train,4,e
id_104486,train,21,v
id_104487,valid,22,w
id_104488,test,NA,NA
id_104489,train,16,q
id_104490,train,5,f
id_104491,valid,8,i
id_104492,test,NA,NA
id_104493,train,24,y
id_104494,train,4,e
id_104495,valid,18,s
id_104496,test,NA,NA
id_104497,train,4,e
id_104498,train,3,d
id_104499,valid,8,i
id_104500,test,NA,NA
id_104501,train,24,y
id_104502,train,18,s
id_104503,valid,9,j
id_104504,test,NA,NA
id_104505,train,23,x
id_104506,train,13,n
id_104507,valid,12,m
id_104508,test,NA,NA
id_104509,train,18,s
id_104510,train,13,n
id_104511,valid,13,n
id_104512,test,NA,NA
id_104513,train,21,v
id_104514,train,18,s
id_104515,valid,7,h
id_104516,test,NA,NA
id_104517,train,19,t
id_104518,train,23,x
id_104519,valid,4,e
id_104520,test,NA,NA
id_104521,train,4,e
id_104522,train,24,y
id_104523,valid,20,u
id_104524,test,NA,NA
id_104525,train,7,h
id_104526,train,5,f
id_104527,valid,1,b
id_104528,test,NA,NA
id_104529,train,24,y
id_104530,train,25,z
id_104531,valid,25,z
id_104532,test,NA,NA
id_104533,train,10,k
id_104534,train,6,g
id_104535,valid,10,k
id_104536,test,NA,NA
id_104537,train,21,v
id_104538,train,13,n
id_104539,valid,16,q
id_104540,test,NA,NA
id_104541,train,14,o
id_104542,train,23,x
id_104543,valid,0,a
id_104544,test,NA,NA
id_104545,train,16,q
id_104546,train,4,e
id_104547,valid,15,p
id_104548,test,NA,NA
id_104549,train,22,w
id_104550,train,10,k
id_104551,valid,24,y
id_104552,test,NA,NA
id_104553,train,20,u
id_104554,train,25,z
id_104555,valid,18,s
id_104556,test,NA,NA
id_104557,train,5,f
id_104558,train,2,c
id_104559,valid,5,f
id_104560,test,NA,NA
id_104561,train,2,c
id_104562,train,11,l
id_104563,valid,12,m
id_104564,test,NA,NA
id_104565,train,17,r
id_104566,train,9,j
id_104567,valid,10,k
id_104568,test,NA,NA
id_104569,train,12,m
id_104570,train,5,f
id_104571,valid,8,i
id_104572,test,NA,NA
id_104573,train,8,i
id_104574,train,23,x
id_104575,valid,6,g
id_104576,test,NA,NA
id_104577,train,2,c
id_104578,train,12,m
id_104579,valid,18,s
id_104580,test,NA,NA
id_104581,train,3,d
id_104582,train,19,t
id_104583,valid,13,n
id_104584,test,NA,NA
id_104585,train,14,o
id_104586,train,24,y
id_104587,valid,21,v
id_104588,test,NA,NA
id_104589,train,4,e
id_104590,train,25,z
id_104591,valid,19,t
id_104592,test,NA,NA
id_104593,train,16,q
id_104594,train,21,v
id_104595,valid,23,x
id_104596,test,NA,NA
id_104597,train,22,w
id_104598,train,25,z
id_104599,valid,16,q
id_104600,test,NA,NA
id_104601,train,4,e
id_104602,train,7,h
id_104603,valid,0,a
id_104604,test,NA,NA
id_104605,train,16,q
id_104606,train,0,a
id_104607,valid,4,e
id_104608,test,NA,NA
id_104609,train,18,s
id_104610,train,20,u
id_104611,valid,3,d
id_104612,test,NA,NA
id_104613,train,6,g
id_104614,train,20,u
id_104615,valid,4,e
id_104616,test,NA,NA
id_104617,train,5,f
id_104618,train,24,y
id_104619,valid,17,r
id_104620,test,NA,NA
id_104621,train,14,o
id_104622,train,6,g
id_104623,valid,20,u
id_104624,test,NA,NA
id_104625,train,0,a
id_104626,train,22,w
id_104627,valid,8,i
id_104628,test,NA,NA
id_104629,train,25,z
id_104630,train,13,n
id_104631,valid,21,v
id_104632,test,NA,NA
id_104633,train,14,o
id_104634,train,15,p
id_104635,valid,4,e
id_104636,test,NA,NA
id_104637,train,18,s
id_104638,train,3,d
id_104639,valid,7,h
id_104640,test,NA,NA
id_104641,train,21,v
id_104642,train,3,d
id_104643,valid,4,e
id_104644,test,NA,NA
id_104645,train,3,d
id_104646,train,8,i
id_104647,valid,11,l
id_104648,test,NA,NA
id_104649,train,4,e
id_104650,train,18,s
id_104651,valid,11,l
id_104652,test,NA,NA
id_104653,train,10,k
id_104654,train,4,e
id_104655,valid,7,h
id_104656,test,NA,NA
id_104657,train,16,q
id_104658,train,16,q
id_104659,valid,5,f
id_104660,test,NA,NA
id_104661,train,10,k
id_104662,train,2,c
id_104663,valid,17,r
id_104664,test,NA,NA
id_104665,train,13,n
id_104666,train,17,r
id_104667,valid,7,h
id_104668,test,NA,NA
id_104669,train,11,l
id_104670,train,15,p
id_104671,valid,10,k
id_104672,test,NA,NA
id_104673,train,2,c
id_104674,train,7,h
id_104675,valid,21,v
id_104676,test,NA,NA
id_104677,train,7,h
id_104678,train,3,d
id_104679,valid,18,s
id_104680,test,NA,NA
id_104681,train,10,k
id_104682,train,0,a
id_104683,valid,8,i
id_104684,test,NA,NA
id_104685,train,19,t
id_104686,train,17,r
id_104687,valid,24,y
id_104688,test,NA,NA
id_104689,train,2,c
id_104690,train,18,s
id_104691,valid,1,b
id_104692,test,NA,NA
id_104693,train,9,j
id_104694,train,5,f
id_104695,valid,16,q
id_104696,test,NA,NA
id_104697,train,14,o
id_104698,train,14,o
id_104699,valid,24,y
id_104700,test,NA,NA
id_104701,train,24,y
id_104702,train,18,s
id_104703,valid,1,b
id_104704,test,NA,NA
id_104705,train,14,o
id_104706,train,25,z
id_104707,valid,21,v
id_104708,test,NA,NA
id_104709,train,4,e
id_104710,train,4,e
id_104711,valid,10,k
id_104712,test,NA,NA
id_104713,train,9,j
id_104714,train,23,x
id_104715,valid,24,y
id_104716,test,NA,NA
id_104717,train,8,i
id_104718,train,1,b
id_104719,valid,19,t
id_104720,test,NA,NA
id_104721,train,17,r
id_104722,train,16,q
id_104723,valid,0,a
id_104724,test,NA,NA
id_104725,train,24,y
id_104726,train,2,c
id_104727,valid,4,e
id_104728,test,NA,NA
id_104729,train,12,m
id_104730,train,6,g
id_104731,valid,22,w
id_104732,test,NA,NA
id_104733,train,20,u
id_104734,train,19,t
id_104735,valid,22,w
id_104736,test,NA,NA
id_104737,train,9,j
id_104738,train,23,x
id_104739,valid,1,b
id_104740,test,NA,NA
id_104741,train,14,o
id_104742,train,20,u
id_104743,valid,10,k
id_104744,test,NA,NA
id_104745,train,20,u
id_104746,train,9,j
id_104747,valid,13,n
id_104748,test,NA,NA
id_104749,train,13,n
id_104750,train,4,e
id_104751,valid,13,n
id_104752,test,NA,NA
id_104753,train,0,a
id_104754,train,16,q
id_104755,valid,21,v
id_104756,test,NA,NA
id_104757,train,7,h
id_104758,train,2,c
id_104759,valid,22,w
id_104760,test,NA,NA
id_104761,train,18,s
id_104762,train,4,e
id_104763,valid,20,u
id_104764,test,NA,NA
id_104765,train,17,r
id_104766,train,8,i
id_104767,valid,22,w
id_104768,test,NA,NA
id_104769,train,3,d
id_104770,train,7,h
id_104771,valid,13,n
id_104772,test,NA,NA
id_104773,train,13,n
id_104774,train,7,h
id_104775,valid,16,q
id_104776,test,NA,NA
id_104777,train,14,o
id_104778,train,6,g
id_104779,valid,23,x
id_104780,test,NA,NA
id_104781,train,12,m
id_104782,train,7,h
id_104783,valid,20,u
id_104784,test,NA,NA
id_104785,train,20,u
id_104786,train,13,n
id_104787,valid,7,h
id_104788,test,NA,NA
id_104789,train,17,r
id_104790,train,8,i
id_104791,valid,2,c
id_104792,test,NA,NA
id_104793,train,24,y
id_104794,train,2,c
id_104795,valid,8,i
id_104796,test,NA,NA
id_104797,train,14,o
id_104798,train,12,m
id_104799,valid,3,d
id_104800,test,NA,NA
id_104801,train,17,r
id_104802,train,1,b
id_104803,valid,4,e
id_104804,test,NA,NA
id_104805,train,18,s
id_104806,train,13,n
id_104807,valid,17,r
id_104808,test,NA,NA
id_104809,train,1,b
id_104810,train,19,t
id_104811,valid,21,v
id_104812,test,NA,NA
id_104813,train,24,y
id_104814,train,25,z
id_104815,valid,22,w
id_104816,test,NA,NA
id_104817,train,15,p
id_104818,train,3,d
id_104819,valid,7,h
id_104820,test,NA,NA
id_104821,train,7,h
id_104822,train,9,j
id_104823,valid,9,j
id_104824,test,NA,NA
id_104825,train,4,e
id_104826,train,19,t
id_104827,valid,1,b
id_104828,test,NA,NA
id_104829,train,7,h
id_104830,train,3,d
id_104831,valid,11,l
id_104832,test,NA,NA
id_104833,train,9,j
id_104834,train,19,t
id_104835,valid,11,l
id_104836,test,NA,NA
id_104837,train,7,h
id_104838,train,17,r
id_104839,valid,4,e
id_104840,test,NA,NA
id_104841,train,9,j
id_104842,train,0,a
id_104843,valid,19,t
id_104844,test,NA,NA
id_104845,train,22,w
id_104846,train,0,a
id_104847,valid,8,i
id_104848,test,NA,NA
id_104849,train,14,o
id_104850,train,19,t
id_104851,valid,24,y
id_104852,test,NA,NA
id_104853,train,6,g
id_104854,train,5,f
id_104855,valid,19,t
id_104856,test,NA,NA
id_104857,train,2,c
id_104858,train,24,y
id_104859,valid,24,y
id_104860,test,NA,NA
id_104861,train,3,d
id_104862,train,15,p
id_104863,valid,25,z
id_104864,test,NA,NA
id_104865,train,10,k
id_104866,train,11,l
id_104867,valid,6,g
id_104868,test,NA,NA
id_104869,train,8,i
id_104870,train,5,f
id_104871,valid,3,d
id_104872,test,NA,NA
id_104873,train,6,g
id_104874,train,15,p
id_104875,valid,17,r
id_104876,test,NA,NA
id_104877,train,22,w
id_104878,train,4,e
id_104879,valid,18,s
id_104880,test,NA,NA
id_104881,train,14,o
id_104882,train,11,l
id_104883,valid,20,u
id_104884,test,NA,NA
id_104885,train,2,c
id_104886,train,24,y
id_104887,valid,19,t
id_104888,test,NA,NA
id_104889,train,3,d
id_104890,train,19,t
id_104891,valid,6,g
id_104892,test,NA,NA
id_104893,train,8,i
id_104894,train,9,j
id_104895,valid,3,d
id_104896,test,NA,NA
id_104897,train,19,t
id_104898,train,9,j
id_104899,valid,2,c
id_104900,test,NA,NA
id_104901,train,0,a
id_104902,train,3,d
id_104903,valid,16,q
id_104904,test,NA,NA
id_104905,train,24,y
id_104906,train,11,l
id_104907,valid,3,d
id_104908,test,NA,NA
id_104909,train,16,q
id_104910,train,2,c
id_104911,valid,10,k
id_104912,test,NA,NA
id_104913,train,12,m
id_104914,train,8,i
id_104915,valid,10,k
id_104916,test,NA,NA
id_104917,train,14,o
id_104918,train,1,b
id_104919,valid,22,w
id_104920,test,NA,NA
id_104921,train,2,c
id_104922,train,3,d
id_104923,valid,19,t
id_104924,test,NA,NA
id_104925,train,14,o
id_104926,train,16,q
id_104927,valid,18,s
id_104928,test,NA,NA
id_104929,train,24,y
id_104930,train,12,m
id_104931,valid,20,u
id_104932,test,NA,NA
id_104933,train,10,k
id_104934,train,3,d
id_104935,valid,24,y
id_104936,test,NA,NA
id_104937,train,19,t
id_104938,train,3,d
id_104939,valid,6,g
id_104940,test,NA,NA
id_104941,train,4,e
id_104942,train,14,o
id_104943,valid,6,g
id_104944,test,NA,NA
id_104945,train,18,s
id_104946,train,17,r
id_104947,valid,15,p
id_104948,test,NA,NA
id_104949,train,19,t
id_104950,train,2,c
id_104951,valid,14,o
id_104952,test,NA,NA
id_104953,train,5,f
id_104954,train,25,z
id_104955,valid,7,h
id_104956,test,NA,NA
id_104957,train,14,o
id_104958,train,13,n
id_104959,valid,19,t
id_104960,test,NA,NA
id_104961,train,5,f
id_104962,train,20,u
id_104963,valid,13,n
id_104964,test,NA,NA
id_104965,train,25,z
id_104966,train,6,g
id_104967,valid,6,g
id_104968,test,NA,NA
id_104969,train,13,n
id_104970,train,6,g
id_104971,valid,15,p
id_104972,test,NA,NA
id_104973,train,20,u
id_104974,train,25,z
id_104975,valid,19,t
id_104976,test,NA,NA
id_104977,train,16,q
id_104978,train,15,p
id_104979,valid,1,b
id_104980,test,NA,NA
id_104981,train,11,l
id_104982,train,7,h
id_104983,valid,5,f
id_104984,test,NA,NA
id_104985,train,6,g
id_104986,train,14,o
id_104987,valid,16,q
id_104988,test,NA,NA
id_104989,train,5,f
id_104990,train,24,y
id_104991,valid,24,y
id_104992,test,NA,NA
id_104993,train,12,m
id_104994,train,25,z
id_104995,valid,8,i
id_104996,test,NA,NA
id_104997,train,11,l
id_104998,train,12,m
id_104999,valid,4,e
id_105000,test,NA,NA
id_105001,train,0,a
id_105002,train,4,e
id_105003,valid,10,k
id_105004,test,NA,NA
id_105005,train,11,l
id_105006,train,14,o
id_105007,valid,17,r
id_105008,test,NA,NA
id_105009,train,3,d
id_105010,train,25,z
id_105011,valid,4,e
id_105012,test,NA,NA
id_105013,train,20,u
id_105014,train,20,u
id_105015,valid,2,c
id_105016,test,NA,NA
id_105017,train,2,c
id_105018,train,14,o
id_105019,valid,16,q
id_105020,test,NA,NA
id_105021,train,19,t
id_105022,train,5,f
id_105023,valid,25,z
id_105024,test,NA,NA
id_105025,train,9,j
id_105026,train,21,v
id_105027,valid,20,u
id_105028,test,NA,NA
id_105029,train,14,o
id_105030,train,17,r
id_105031,valid,20,u
id_105032,test,NA,NA
id_105033,train,8,i
id_105034,train,11,l
id_105035,valid,14,o
id_105036,test,NA,NA
id_105037,train,5,f
id_105038,train,22,w
id_105039,valid,5,f
id_105040,test,NA,NA
id_105041,train,24,y
id_105042,train,12,m
id_105043,valid,13,n
id_105044,test,NA,NA
id_105045,train,7,h
id_105046,train,25,z
id_105047,valid,10,k
id_105048,test,NA,NA
id_105049,train,5,f
id_105050,train,25,z
id_105051,valid,21,v
id_105052,test,NA,NA
id_105053,train,23,x
id_105054,train,20,u
id_105055,valid,1,b
id_105056,test,NA,NA
id_105057,train,4,e
id_105058,train,16,q
id_105059,valid,25,z
id_105060,test,NA,NA
id_105061,train,5,f
id_105062,train,0,a
id_105063,valid,14,o
id_105064,test,NA,NA
id_105065,train,15,p
id_105066,train,14,o
id_105067,valid,0,a
id_105068,test,NA,NA
id_105069,train,0,a
